,y,t,con
0,24.278248944573633,0.8951573815654101,0.6342871018247959
1,32.505535565559434,3.5622778015215264,0.24389888898306455
2,24.50669935531771,2.302426371268112,0.14819841785150745
3,48.58953689749459,6.692372925981882,0.26051450241896035
4,38.29742042261998,4.4435095412943735,0.5205194445294605
5,54.16773488195159,6.339585106015007,0.8630188914479962
6,46.38075998470825,6.801659738119653,0.10342748553181991
7,19.31514595678469,0.36272031782920894,0.3628688520258485
8,26.887826114696566,0.9889234908259324,0.8757339420358621
9,28.262931085727825,2.065736906891443,0.4431792363238277
10,32.496004459236005,2.391544501824507,0.904354148792629
11,48.670303342177235,5.320926167394742,0.9824711256963922
12,13.780016743832643,0.21340637339210541,0.2628933964122031
13,31.958083186549004,2.1747201157651808,0.8512104713655759
14,27.162980584049667,2.00841323709936,0.5980233065636289
15,41.06838081995456,5.2835824004501974,0.18830523988083903
16,49.39071152388036,6.46400256240756,0.6770613872031437
17,31.13063827613366,3.331621901679699,0.3799808927703495
18,43.09792550742855,5.217991293844227,0.42257968156305104
19,57.14208880665599,6.903174603072181,0.9425468580311054
20,52.12382882352731,7.1846898650546684,0.4104011198180154
21,26.11518983659217,1.1930445334596325,0.6242644877443573
22,23.580905839764753,1.9964722937777257,0.3306873543755404
23,26.138192274356488,1.244879686112514,0.972007465604778
24,28.176843762181147,3.318438435974092,0.13323538464208529
25,34.45253850802303,3.5608630514330146,0.21350284176428247
26,31.861409001924663,4.21047846385176,0.02680050673384149
27,41.73908104124711,5.027094908459446,0.4894157457873044
28,43.84877494767435,6.057478666520498,0.2852884456020546
29,35.78513111320486,2.3129007886801323,0.9581766586845323
30,48.62408177409806,6.56056630872506,0.24062612750110068
31,53.21132249429479,6.442938743161178,0.6087780377068466
32,28.079621264386063,2.3279697095861605,0.25748412396227016
33,37.971125267098934,3.8670952581294307,0.8609337291693162
34,27.372872258280477,1.5937411751621937,0.9367446443590323
35,38.11265082522663,4.446068362801788,0.4749788396984308
36,42.19079282849368,5.192454124798491,0.3988724031105485
37,24.0139504737767,0.7344930349722294,0.9248729013476548
38,20.14341408461472,0.5732828205868679,0.4591839014832272
39,45.83752472702548,6.049994479722089,0.4392264962089746
40,32.283547934105705,3.688351370125365,0.2691995732704874
41,29.21808614570625,2.5886829196910583,0.3721665565030161
42,41.3941934211336,4.877019608998564,0.46606513435733055
43,43.057047076714824,5.550028596586438,0.22283674605601755
