,y,t,z
0,25.06882112016782,0.19610721227962358,3.3080188021931662
1,52.30802221951956,5.396875349360339,4.800336579582493
2,27.885225377199873,1.3149011894181837,3.510248107581546
3,27.83535189203052,1.77073008618622,2.295576737879937
4,50.93420313797234,5.526729988987306,4.121730595999944
5,51.412684761181126,5.182623485335193,4.727151800467434
6,68.2397487416293,6.756233861103449,8.017851582863111
7,40.71808407766421,4.377223032426354,2.926926746285149
8,45.512275260722895,3.01303524904804,6.429343577949193
9,49.02640845210379,4.300547816712655,4.729123830564406
10,29.946697475556782,1.038648392253696,3.63469806257147
11,43.65125556145743,2.5628747938705443,5.584194754074925
12,16.396470786765086,0.27080322845627625,0.7656028893042142
13,33.74119725390863,2.512464718658956,3.672346577690016
14,50.05136350763903,4.789496200196852,4.71207890287565
15,65.95391321793689,5.908431065955269,7.622391372928302
16,34.35992163929229,2.143005463432673,4.269207847831942
17,50.70438662849229,3.217999396907178,6.563223285094561
18,51.019274972341385,3.349649691251269,6.427423864108455
19,35.95973471162553,2.1472601293117237,4.399816108393255
20,52.04648579164265,5.841865814821483,3.9973296094805715
21,43.164886694181774,4.186073828129896,3.1840436645562984
22,67.66510601172762,6.440266037863139,7.866480597108678
23,20.759377830549383,0.4748398084022648,2.172932197306612
24,21.87092411276423,0.39896172795210416,2.1903004057767066
25,52.48621236889355,4.211419121905334,5.734507566602588
26,54.146844379506454,5.6113514564936855,4.288554691624546
27,25.28740445323067,1.3970324441372788,1.2527649961058565
28,26.75134926514575,0.449061536659349,4.773787937451382
29,24.757639294319866,1.6244771234534772,1.0661206403748165
30,29.591017113471253,2.0363345308781886,2.7477783780895724
31,21.5383145366066,0.388127275705877,2.306066192010022
32,53.71051335999661,4.248399672002902,7.053290205260636
33,23.110958342952266,0.38549426056246805,2.527650131786447
34,55.261269811489726,5.5312323860504025,5.8292578937819
35,35.79495993659915,3.355376773258998,2.587909209150591
36,45.94022176192439,4.063701109536517,3.820783583723542
37,33.635483061260935,3.270386833616027,1.9705981865401618
38,25.081135666525775,1.7016595782219368,0.8693339828790608
39,41.047051885324294,3.6730773342081253,2.6685204845746093
40,56.72005998338181,5.8601328327145685,4.431783538335055
41,42.04685928501983,4.778250559972893,2.534781144414507
42,37.177717441495616,1.6003983940722424,4.955491244586242
43,33.79334008975093,2.3849091896967196,3.200829408883174
44,63.80182328373169,6.749237191822756,5.372132786553758
45,44.478597647726374,3.5366810931971666,4.599600559711279
46,52.447411404036835,5.254750576793242,4.377247305583151
47,25.87151436572676,0.5674624418300476,3.972190459737816
48,23.17880167740319,0.6276431592365816,2.3915091723955078
49,28.61342807382697,1.4904114869776863,3.6617086171041264
50,52.55596601993685,3.6561168907427586,6.522504088290999
51,42.48161971004631,4.114815594220478,3.061405222525802
52,25.29415763624022,1.739009032209959,1.8891163175420072
53,66.14042120218026,6.6010011094481,6.94361811781563
54,44.01931321699681,2.490004580337137,6.167087633056482
55,48.748158552849524,5.7411408840222276,3.088564512045333
56,41.260378889085295,3.204482318194427,4.959292807419532
57,49.723561628476055,5.044492668194361,3.6795906892997947
58,60.683272213046735,6.078105323859231,5.737868366752554
59,38.892558067505206,3.0810198912624283,2.8964335235752197
60,42.03448207952547,4.01603811332031,3.1496210434375738
61,41.074031702807936,2.559408207834493,5.770114922871745
62,34.84436610079968,1.544372323080114,4.932307399766914
63,62.009172791426174,6.594895799617414,6.166652668972343
64,47.294271159422735,4.673644822443985,3.238613010160114
65,32.61883229403264,1.9754701932041494,3.147105370262965
66,25.89389657077001,0.9058488183178025,3.041630272598674
67,60.11736385558953,6.825243167500541,5.022592590908388
68,58.414068173200484,5.6110153343914355,6.394502757406148
69,35.50482216414664,1.7028527095973387,4.333296379929484
70,51.38919763263202,3.9721391967053417,6.0036392938786545
71,47.385469805413585,5.389260046634586,2.854588955040642
72,25.277982913295716,1.5546845490253325,1.0928611876336176
73,41.6599970577263,3.653582135723852,3.325923242280961
74,50.78667191374006,4.652320505207186,5.379533060385539
75,53.876688262680304,5.517371314559312,3.9405324374322936
76,36.91740951568964,3.4724327181779877,2.476673437111636
77,27.482819563868837,0.7360525417445624,3.8941406897390713
78,33.84063773840746,2.6074258201730505,3.2292865596036693
79,28.01485523373995,1.3154342126909966,2.5326549607940043
80,14.130369816318819,0.08632376197818037,0.7413073703005855
81,50.6361827722287,4.597267654477306,4.271027727062533
82,46.79738132455716,4.111628440958374,4.566278930418584
83,57.004865122228956,5.985641248317018,4.141269782316914
84,41.48365051157495,3.8220194645162144,3.185344533172744
85,46.10714181047929,3.2284698395815195,5.3983558756011725
86,52.82142806295885,5.656315582469691,4.2286336816172785
87,47.11789033425238,4.8378934052600915,3.80667654843949
88,58.50864167134457,5.479055050619911,6.2526734949154505
89,45.97731723132982,4.05665051996907,4.665574130462105
90,56.07229289830083,5.5039563269735785,5.747879614504264
